"ITTER107","Territorio","TIPO_DATO14","Tipo dato","ISTITUTO_SAN","Tipo di istituto","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD1","Provincia Autonoma Bolzano / Bozen","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2018","2018",442483,,
"ITD1","Provincia Autonoma Bolzano / Bozen","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2019","2019",435053,,
"ITD1","Provincia Autonoma Bolzano / Bozen","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2014","2014",34311,,
"ITD1","Provincia Autonoma Bolzano / Bozen","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2015","2015",34554,,
"ITD1","Provincia Autonoma Bolzano / Bozen","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2016","2016",31755,,
"ITD1","Provincia Autonoma Bolzano / Bozen","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2017","2017",30041,,
"ITD1","Provincia Autonoma Bolzano / Bozen","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2018","2018",28184,,
"ITD1","Provincia Autonoma Bolzano / Bozen","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2019","2019",25980,,
"ITD1","Provincia Autonoma Bolzano / Bozen","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2014","2014",17790,,
"ITD1","Provincia Autonoma Bolzano / Bozen","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2015","2015",16954,,
"ITD1","Provincia Autonoma Bolzano / Bozen","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2016","2016",16327,,
"ITD1","Provincia Autonoma Bolzano / Bozen","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2017","2017",16175,,
"ITD1","Provincia Autonoma Bolzano / Bozen","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2018","2018",15852,,
"ITD1","Provincia Autonoma Bolzano / Bozen","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2019","2019",15728,,
"ITD1","Provincia Autonoma Bolzano / Bozen","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2014","2014",34.04,,
"ITD1","Provincia Autonoma Bolzano / Bozen","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2015","2015",32.62,,
"ITD1","Provincia Autonoma Bolzano / Bozen","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2016","2016",31.24,,
"ITD1","Provincia Autonoma Bolzano / Bozen","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2017","2017",30.75,,
"ITD1","Provincia Autonoma Bolzano / Bozen","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2018","2018",29.94,,
"ITD1","Provincia Autonoma Bolzano / Bozen","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2019","2019",29.59,,
"ITD2","Provincia Autonoma Trento","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2014","2014",8,,
"ITD2","Provincia Autonoma Trento","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2015","2015",8,,
"ITD2","Provincia Autonoma Trento","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2016","2016",8,,
"ITD2","Provincia Autonoma Trento","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2017","2017",8,,
"ITD2","Provincia Autonoma Trento","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2018","2018",8,,
"ITD2","Provincia Autonoma Trento","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2019","2019",8,,
"ITD2","Provincia Autonoma Trento","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2014","2014",376701,,
"ITD2","Provincia Autonoma Trento","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2015","2015",377247,,
"ITD2","Provincia Autonoma Trento","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2016","2016",370657,,
"ITD2","Provincia Autonoma Trento","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2017","2017",367074,,
"ITD2","Provincia Autonoma Trento","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2018","2018",364736,,
"ITD2","Provincia Autonoma Trento","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2019","2019",366824,,
"ITD2","Provincia Autonoma Trento","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2014","2014",67903,,
"ITD2","Provincia Autonoma Trento","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2015","2015",64791,,
"ITD2","Provincia Autonoma Trento","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2016","2016",56745,,
"ITD2","Provincia Autonoma Trento","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2017","2017",58429,,
"ITD2","Provincia Autonoma Trento","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2018","2018",56234,,
"ITD2","Provincia Autonoma Trento","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2019","2019",54060,,
"ITD2","Provincia Autonoma Trento","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2014","2014",22257,,
"ITD2","Provincia Autonoma Trento","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2015","2015",21328,,
"ITD2","Provincia Autonoma Trento","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2016","2016",19633,,
"ITD2","Provincia Autonoma Trento","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2017","2017",19019,,
"ITD2","Provincia Autonoma Trento","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2018","2018",17680,,
"ITD2","Provincia Autonoma Trento","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2019","2019",17084,,
"ITD2","Provincia Autonoma Trento","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2014","2014",41.34,,
"ITD2","Provincia Autonoma Trento","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2015","2015",39.66,,
"ITD2","Provincia Autonoma Trento","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2016","2016",36.46,,
"ITD2","Provincia Autonoma Trento","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2017","2017",35.27,,
"ITD2","Provincia Autonoma Trento","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2018","2018",32.71,,
"ITD2","Provincia Autonoma Trento","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2019","2019",31.37,,
"ITD3","Veneto","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2014","2014",38,,
"ITD3","Veneto","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2015","2015",36,,
"ITD3","Veneto","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2016","2016",36,,
"ITD3","Veneto","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2017","2017",23,,
"ITD3","Veneto","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2018","2018",23,,
"ITD3","Veneto","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2019","2019",23,,
"ITD3","Veneto","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2014","2014",3758341,,
"ITD3","Veneto","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2015","2015",3809837,,
"ITD3","Veneto","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2016","2016",3800456,,
"ITD3","Veneto","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2017","2017",3788183,,
"ITD3","Veneto","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2018","2018",3845211,,
"ITD3","Veneto","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2019","2019",3870188,,
"ITD3","Veneto","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2014","2014",185211,,
"ITD3","Veneto","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2015","2015",194612,,
"ITD3","Veneto","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2016","2016",173279,,
"ITD3","Veneto","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2017","2017",142437,,
"ITD3","Veneto","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2018","2018",153366,,
"ITD3","Veneto","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2019","2019",148632,,
"ITD3","Veneto","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2014","2014",111955,,
"ITD3","Veneto","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2015","2015",112109,,
"ITD3","Veneto","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2016","2016",97865,,
"ITD3","Veneto","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2017","2017",81608,,
"ITD3","Veneto","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2018","2018",79178,,
"ITD3","Veneto","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2019","2019",82231,,
"ITD3","Veneto","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2014","2014",22.8,,
"ITD3","Veneto","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2015","2015",22.78,,
"ITD3","Veneto","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2016","2016",19.93,,
"ITD3","Veneto","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2017","2017",16.63,,
"ITD3","Veneto","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2018","2018",16.14,,
"ITD3","Veneto","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2019","2019",16.84,,
"ITD4","Friuli-Venezia Giulia","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2014","2014",13,,
"ITD4","Friuli-Venezia Giulia","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2015","2015",14,,
"ITD4","Friuli-Venezia Giulia","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2016","2016",14,,
"ITD4","Friuli-Venezia Giulia","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2017","2017",10,,
"ITD4","Friuli-Venezia Giulia","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2018","2018",10,,
"ITD4","Friuli-Venezia Giulia","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2019","2019",10,,
"ITD4","Friuli-Venezia Giulia","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2014","2014",1045721,,
"ITD4","Friuli-Venezia Giulia","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2015","2015",994856,,
"ITD4","Friuli-Venezia Giulia","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2016","2016",1001689,,
"ITD4","Friuli-Venezia Giulia","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2017","2017",999925,,
"ITD4","Friuli-Venezia Giulia","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2018","2018",999606,,
"ITD4","Friuli-Venezia Giulia","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2019","2019",1001608,,
"ITD4","Friuli-Venezia Giulia","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2014","2014",146287,,
"ITD4","Friuli-Venezia Giulia","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2015","2015",137126,,
"ITD4","Friuli-Venezia Giulia","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2016","2016",137922,,
"ITD4","Friuli-Venezia Giulia","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2017","2017",133032,,
"ITD4","Friuli-Venezia Giulia","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2018","2018",124373,,
"ITD4","Friuli-Venezia Giulia","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2019","2019",129968,,
"ITD4","Friuli-Venezia Giulia","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2014","2014",36023,,
"ITD4","Friuli-Venezia Giulia","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2015","2015",32795,,
"ITD4","Friuli-Venezia Giulia","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2016","2016",31982,,
"ITD4","Friuli-Venezia Giulia","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2017","2017",30961,,
"ITD4","Friuli-Venezia Giulia","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2018","2018",30084,,
"ITD4","Friuli-Venezia Giulia","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2019","2019",29451,,
"ITD4","Friuli-Venezia Giulia","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2014","2014",29.54,,
"ITD4","Friuli-Venezia Giulia","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2015","2015",26.79,,
"ITD4","Friuli-Venezia Giulia","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2016","2016",26.22,,
"ITD4","Friuli-Venezia Giulia","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2017","2017",25.45,,
"ITD4","Friuli-Venezia Giulia","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2018","2018",24.75,,
"ITD4","Friuli-Venezia Giulia","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2019","2019",24.37,,
"ITD5","Emilia-Romagna","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2014","2014",28,,
"ITD5","Emilia-Romagna","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2015","2015",25,,
"ITD5","Emilia-Romagna","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2016","2016",24,,
"ITD5","Emilia-Romagna","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2017","2017",24,,
"ITD5","Emilia-Romagna","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2018","2018",23,,
"ITD5","Emilia-Romagna","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2019","2019",23,,
"ITD5","Emilia-Romagna","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2014","2014",3814495,,
"ITD5","Emilia-Romagna","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2015","2015",3785374,,
"ITD5","Emilia-Romagna","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2016","2016",3783431,,
"ITD5","Emilia-Romagna","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2017","2017",3694392,,
"ITD5","Emilia-Romagna","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2018","2018",3745615,,
"ITD5","Emilia-Romagna","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2019","2019",3765239,,
"ITD5","Emilia-Romagna","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2014","2014",719645,,
"ITD5","Emilia-Romagna","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2015","2015",704105,,
"ITD5","Emilia-Romagna","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2016","2016",654573,,
"ITD5","Emilia-Romagna","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2017","2017",272332,,
"ITD5","Emilia-Romagna","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2018","2018",249150,,
"ITD5","Emilia-Romagna","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2019","2019",233598,,
"ITD5","Emilia-Romagna","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2014","2014",141442,,
"ITD5","Emilia-Romagna","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2015","2015",135457,,
"ITD5","Emilia-Romagna","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2016","2016",126501,,
"ITD5","Emilia-Romagna","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2017","2017",97103,,
"ITD5","Emilia-Romagna","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2018","2018",95147,,
"ITD5","Emilia-Romagna","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2019","2019",94015,,
"ITD5","Emilia-Romagna","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2014","2014",31.8,,
"ITD5","Emilia-Romagna","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2015","2015",30.44,,
"ITD5","Emilia-Romagna","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2016","2016",28.44,,
"ITD5","Emilia-Romagna","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2017","2017",21.82,,
"ITD5","Emilia-Romagna","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2018","2018",21.35,,
"ITD5","Emilia-Romagna","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2019","2019",21.07,,
"ITE","Centro","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2014","2014",118,,
"ITE","Centro","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2015","2015",118,,
"ITE","Centro","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2016","2016",116,,
"ITE","Centro","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2017","2017",115,,
"ITE","Centro","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2018","2018",113,,
"ITE","Centro","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2019","2019",113,,
"ITE","Centro","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2014","2014",7315816,,
"ITE","Centro","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2015","2015",7183640,,
"ITE","Centro","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2016","2016",7070193,,
"ITE","Centro","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2017","2017",6967516,,
"ITE","Centro","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2018","2018",6929913,,
"ITE","Centro","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2019","2019",6667363,,
"ITE","Centro","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2014","2014",1069881,,
"ITE","Centro","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2015","2015",1031316,,
"ITE","Centro","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2016","2016",965069,,
"ITE","Centro","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2017","2017",953138,,
"ITE","Centro","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2018","2018",950623,,
"ITE","Centro","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2019","2019",889264,,
"ITE","Centro","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2014","2014",311741,,
"ITE","Centro","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2015","2015",303982,,
"ITE","Centro","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2016","2016",289539,,
"ITE","Centro","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2017","2017",293858,,
"ITE","Centro","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2018","2018",288349,,
"ITE","Centro","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2019","2019",275938,,
"ITE","Centro","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2014","2014",25.83,,
"ITE","Centro","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2015","2015",25.17,,
"ITE","Centro","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2016","2016",23.99,,
"ITE","Centro","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2017","2017",24.37,,
"ITE","Centro","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2018","2018",23.96,,
"ITE","Centro","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2019","2019",23.29,,
"ITE1","Toscana","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2014","2014",40,,
"ITE1","Toscana","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2015","2015",40,,
"ITE1","Toscana","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2016","2016",40,,
"ITE1","Toscana","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2017","2017",40,,
"ITE1","Toscana","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2018","2018",40,,
"ITE1","Toscana","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2019","2019",40,,
"ITE1","Toscana","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2014","2014",2536221,,
"ITE1","Toscana","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2015","2015",2506402,,
"ITE1","Toscana","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2016","2016",2489511,,
"ITE1","Toscana","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2017","2017",2484519,,
"ITE1","Toscana","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2018","2018",2450668,,
"ITE1","Toscana","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2019","2019",2454684,,
"ITE1","Toscana","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2014","2014",356875,,
"ITE1","Toscana","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2015","2015",349051,,
"ITE1","Toscana","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2016","2016",324249,,
"ITE1","Toscana","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2017","2017",309500,,
"ITE1","Toscana","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2018","2018",321068,,
"ITE1","Toscana","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2019","2019",300129,,
"ITE1","Toscana","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2014","2014",121006,,
"ITE1","Toscana","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2015","2015",120921,,
"ITE1","Toscana","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2016","2016",117428,,
"ITE1","Toscana","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2017","2017",116546,,
"ITE1","Toscana","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2018","2018",115867,,
"ITE1","Toscana","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2019","2019",113112,,
"ITE1","Toscana","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2014","2014",32.33,,
"ITE1","Toscana","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2015","2015",32.26,,
"ITE1","Toscana","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2016","2016",31.37,,
"ITE1","Toscana","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2017","2017",31.16,,
"ITE1","Toscana","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2018","2018",31.04,,
"ITE1","Toscana","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2019","2019",30.6,,
"ITE2","Umbria","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2014","2014",10,,
"ITE2","Umbria","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2015","2015",10,,
"ITE2","Umbria","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2016","2016",10,,
"ITE2","Umbria","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2017","2017",10,,
"ITE2","Umbria","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2018","2018",10,,
"ITE2","Umbria","18","istituti di cura","PUBHOSP","istituti di cura pubblici","2019","2019",10,,
"ITE2","Umbria","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2014","2014",804963,,
"ITE2","Umbria","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2015","2015",793393,,
"ITE2","Umbria","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2016","2016",782611,,
"ITE2","Umbria","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2017","2017",785962,,
"ITE2","Umbria","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2018","2018",773275,,
"ITE2","Umbria","25","giornate di degenza in regime ordinario","PUBHOSP","istituti di cura pubblici","2019","2019",769455,,
"ITE2","Umbria","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2014","2014",84098,,
"ITE2","Umbria","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2015","2015",80101,,
"ITE2","Umbria","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2016","2016",78299,,
"ITE2","Umbria","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2017","2017",74249,,
"ITE2","Umbria","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2018","2018",70724,,
"ITE2","Umbria","30","giornate di presenza in day hospital","PUBHOSP","istituti di cura pubblici","2019","2019",68065,,
"ITE2","Umbria","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2014","2014",23208,,
"ITE2","Umbria","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2015","2015",22291,,
"ITE2","Umbria","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2016","2016",23190,,
"ITE2","Umbria","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2017","2017",23396,,
"ITE2","Umbria","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2018","2018",23436,,
"ITE2","Umbria","118","dimissioni in day hospital","PUBHOSP","istituti di cura pubblici","2019","2019",24044,,
"ITE2","Umbria","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2014","2014",26.08,,
"ITE2","Umbria","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2015","2015",24.96,,
"ITE2","Umbria","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2016","2016",26.05,,
"ITE2","Umbria","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2017","2017",26.38,,
"ITE2","Umbria","119","dimissioni in day hospital per 1.000 abitanti","PUBHOSP","istituti di cura pubblici","2018","2018",26.53,,
